text,heading,chemicals
"Assignment of the absolute stereochemistry of the newly quaternary stereocenter was performed by 1H NMR and 2D-NMR studies, allowing us to assess the configuration S to the minor epimer (see Supporting Information). This result is in line with that obtained by Ezquerra et al. in the double alkylation of N-Boc-pyroglutamate. (10a) It is worth noting that the quaternary stereocenter in the natural labionin has configuration (S). However, the possibility to have both diastereoisomers in pure form is favorable for SARs purposes. With the aim of improving either the yield or/and the diastereoselection of the process, we studied in detail the influence of the reaction conditions such as metal coordination, temperature, solvent, and the stereochemistry of the starting materials. Unfortunately all attempts failed to reach our goal. Indeed when KHMDS or HMPA were used to generate a less coordinated enolate, the reaction did not afford the desired compounds, leading to the degradation of the starting material, suggesting that the pyroglutamic enolate requires a coordinating metal in order to be stable and reactive. Performing the reaction on stereochemically pure 13a and 13b, we did not observe remarkable improvement in terms of S:R ratio and yield. Lastly, similar results were obtained when a lower dielectric constant solvent as toluene was used.",NA,"N-Boc-pyroglutamate, labionin, pyroglutamic enolate"
"Fully protected Labionin 2 was then successfully obtained by a three-step process. Selective ring opening of the lactam 3b was achieved by basic hydrolysis with LiOH in THF/H2O 5:2 at 0 °C, leading to the derivative 15b in high yield. The free carboxylic function of 15b was subsequently protected as 4-nitrobenzyl ester in dry DMF with 4-nitrobenzyl bromide and KI in a 74% yield. Final cleavage of cumyl ester with 2% TFA in DCM led to target compound Lab 2 in almost quantitative yield (Scheme 6). The same synthetic pathway was also performed on the 4R epimer (see Supporting Information).",NA,"Labionin, lactam, LiOH, THF, H2O, carboxylic, 4-nitrobenzyl ester, dry DMF, 4-nitrobenzyl bromide, KI, cumyl ester, TFA, DCM"
"In summary, we have developed for the first time a synthesis of orthogonally protected labionin in stereochemically pure form, overcoming the challenge of selecting six different protective groups suitable for SPPS and stable to the reaction conditions of our synthetic plan. Labionin 2 can be considered an excellent building block for a future solid supported chemical synthesis of both natural labyrinthopeptins and non-native analogues that cannot be obtained by biosynthetic manipulation. Moreover this route should allow the access to all the possible labionin stereoisomers for stereochemistry–activity relationship studies in order to reveal the importance of the cross-links (the thioether and the methylenic bridges) stereochemistry to the biological activity. Future work toward the solid phase synthesis of labyrinthopeptins as well as attempts to obtain in a stereospecific fashion the amino acid labionin will be presented in due course.",NA,"labionin, methylenic, labyrinthopeptins "
"Commercially available reagents, purchased from Sigma-Aldrich and Fluorochem, were employed without any further purification. Anhydrous THF was purchased by Sigma-Aldrich. Thin layer chromatography was performed on Merk silica gel 60 F254 plates. Flash chromatography was performed on Merk silica gel (60 Å, 230–400 mesh). 1H NMR spectra and 2D-NOESY spectra were recorded on a Bruker ARX400 (400 MHz) spectrometer. Chemical shifts are reported in ppm using residual CDCl3 or CD3OD as the internal standard (CDCl3 at 7.27 ppm and CD3OD at 3.31 ppm, respectively). 13C NMR spectra were recorded on a Bruker 400ARX (101 MHz) spectrometer. Chemical shifts are reported in ppm using residual CDCl3 or CD3OD as the internal standard (CDCl3 at 77.0 ppm and CD3OD at 49.0 respectively). NMR data are reported as multiplicity (s = singlet, d = doublet, t = triplet, q = quartet, m = multiplet), coupling constants in Hz, integration. ESI mass spectra were performed by a Bruker Esquire 3000+ instrument equipped with a MS detector composed by a ESI ionization source and a Single Quadrupole mass selective detector or by an Agilent Technologies 1200 Series HPLC system equipped with a DAD and a 6120 MS detector composed by an ESI ionization source and a Single Quadrupole mass selective detector. Optical rotations were measured on a Propol Digital Polarimeter with a sodium lamp.",Experimental Section,"Anhydrous THF, CDCl3, CD3OD, sodium"
"To a suspension of (S)-pyroglutamic acid (15 g, 0.12 mol, 1 equiv) in toluene (150 mL) were added 2-(trimethysilyl)ethanol (24.3 mL, 0.17 mol, 1.4 equiv) and p-toluensulfonic acid monohydrate (2.9 g, 0.015 mol, 0.11 equiv). The mixture was heated (oil bath) to 130 °C and water was removed by azeotropic distillation with a Dean–Stark apparatus for 2 h. After removal of the solvent, the resulting residue was dissolved in EtOAc (100 mL) and washed with a 10% K2CO3 solution (3 × 50 mL) and brine (1 × 50 mL). The organic layer was dried over anhydrous Na2SO4, filtered, and concentrated under reduced pressure affording 7 (23.2 g, quantitative) as a white solid, which was used in the next step without any further purification. Spectral data match with those reported in literature. (7)",Experimental Section,"(S)-pyroglutamic acid, toluene, 2-(trimethysilyl)ethanol, p-toluensulfonic acid monohydrate, K2CO3, Na2SO4"
"To a solution of 7 (2.0 g, 8.7 mmol, 1 equiv) in dry THF (100 mL), cooled to 0 °C and under a N2 atmosphere, was added portion wise NaH (60% in mineral oil, 384 mg, 9.6 mmol, 1.1 equiv). After stirring for 30 min, allylchloroformate (1.11 mL, 10.5 mmol, 1.2 equiv) was added and the reaction was stirred for additional 2 h at the same temperature. The reaction was quenched with saturated NH4Cl (50 mL), diluted with EtOAc (70 mL), and the phases were separated. The organic layer was washed with brine (1 × 50 mL), dried over anhydrous Na2SO4, filtered, and concentrated under reduced pressure.",Experimental Section,"dry THF, N2, NaH, allylchloroformate, NH4C, EtOAc, anhydrous Na2SO4"
"To a solution of 5 (2.186 g, 7 mmol, 1 equiv) in dimethoxyethane (6 mL) was added Bredereck’s reagent (2.16 mL, 10.5 mmol, 1.5 equiv) and the reaction was heated (oil bath) to 70 °C for 2.5 h. After concentration at reduced pressure, the crude was purified by FC (100% EtOAc) to give 8 (2.24 g, 87%) as a yellow oil.",Experimental Section,"dimethoxyethane, Bredereck’s reagent, EtOAc"
"To a solution of 8 (1.95 g, 5.3 mmol, 1 equiv) in DCM (40 mL), was added AcOH (4 mL). After cooling to 0 °C, was added portion wise NaBH(OAc)3 (6.74 g, 32 mmol, 6 equiv). The ice bath was removed and the reaction mixture was stirred at r.t. for 2.5 h. After quenching with water (20 mL), a K2CO3 10% solution was added until pH = 9 was reached. The organic layer was separated, dried over anhydrous Na2SO4, filtered and concentrated at reduced pressure to give a 2:1 mixture of diastereoisomers 9 (1.95 g, quantitative, r.d. determined by 1H NMR analysis) as a yellow oil, which was used in the next step without any further purification",Experimental Section,"DCM, AcOH, NaBH(OAc)3, K2CO3, anhydrous Na2SO4"
"To a solution of 9 (1.95 g, 5.3 mmol) in methanol (5 mL) was added MeI (10 mL). The reaction mixture was stirred overnight at r.t. After concentration, the residue was dissolved in a 1:4 mixture of Et3N/DCM (25 mL) and the reaction was stirred overnight at r.t. The solvents were evaporated and the residue diluted with EtOAc (50 mL). After washing with saturated NaHCO3 solution (1 × 30 mL) and 1 M HCl solution (2 × 30 mL), the layers were separated. The organic phase was dried over anhydrous Na2SO4, filtered, and evaporated to give pure 4 (1.30 g, 75% over the two steps) as a yellow oil.",Experimental Section,"methanol, MeI, Et3N, DCM, EtOAc, anhydrous Na2SO4"
"To a suspension of Fmoc-cystine 10 (750 mg, 1.16 mmol, 1 equiv) in dry DCM (20 mL) was added dropwise cumyl trichloroacetimidate (6) (1.85 g, 6.6 mmol, 6 equiv). After stirring overnight at r.t., the reaction mixture was washed with 0.5% aqueous citric acid solution (3 × 10 mL) and saturated NaHCO3 solution (1 × 30 mL). The organic phase was dried over anhydrous Na2SO4, filtered, and concentrated at reduced pressure. ",Experimental Section,"Fmoc-cystine, dry DCM, cumyl trichloroacetimidate, citric acid, NaHCO3, anhydrous Na2SO4"
"To a solution of 11 (811 mg, 0.881 mmol, 1 equiv) in THF (15 mL) and under a N2 atmosphere, were added H2O (32 ?L, 1.76 mmol, 2 equiv) and Bu3P (434 ?L, 1.76 mmol, 1 equiv). The reaction was stirred for 45 min at r.t. and then quenched with H2O (1.5 mL). After concentration under reduced pressure, the crude was purified by FC (80:20 Hex/EtOAc) to give 12 (360 mg, 90%) as a white foam.",Experimental Section,"THF, N2, H2O, Bu3P, Hex/EtOAc"
"To a solution of 4 (375 mg, 1.15 mmol, 1 equiv) in DCM (15 mL), were added 12 (584 mg, 1.27 mmol, 1 equiv) and Et3N (16 ?L, 0.12 mmol, 0.1 equiv). After stirring for 2 h at r.t., the solvent was concentrated at reduced pressure. The crude was purified by FC (75:25 Hex/EtOAc) to give a 3:1 mixture of diastereoisomers (851 mg, 94%, d.r. determined by 1H NMR analysis) as white foam.",Experimental Section,"DCM, Et3N"
"To a solution of 13a and 13b (691 mg, 0.88 mmol, 1 equiv, d.r. 3:1) in dry THF (25 mL) cooled to ?78 °C and under a N2 atmosphere, was added dropwise LiHMDS (1 M in THF,1.94 mL, 1.94 mmol, 2.2 equiv). After stirring for 30 min at ?78 °C, was added dropwise a solution of trisyl azide (13)14 (354 mg, 1.14 mmol, 1.3 equiv) in dry THF (10 mL). The reaction mixture was stirred at ?78 °C for 1 h and then quenched with AcOH (232 ?L, 4.06 mmol). After stirring at r.t. overnight, AcOEt (25 mL) and water (25 mL) were added. The layers were separated and the organic phase was dried over anhydrous Na2SO4, filtered, and concentrated under reduced pressure. The crude was purified by FC (90:10 to 50:1 Hex/EtOAc) to give a 1.8:1 mixture of epimers (435 mg, 60%, d.r. determined by 1H NMR analysis) as white foams.",Experimental Section,"dry THF, N, LiHMDS, trisyl azide,  AcOH, AcOEt, anhydrous Na2SO4"
